Evaporator Temperature,Compressor Flow,Cold Water,Tower Water,COP
0.62508,563.673,13.1841,66.4019,3.9877
-4.29315,582.484,11.2088,58.5959,3.37588
-3.70853,582.567,11.4777,59.7289,3.44123
-2.46063,566.247,11.7276,60.4465,3.5869
-4.34096,590.398,11.3392,59.2996,3.37061
1.94638,520.136,12.806,63.8793,4.17964
0.333699,505.119,11.6809,58.9575,3.94713
1.65047,536.534,13.0594,65.2832,4.13548
-1.2579,561.999,12.2085,62.3549,3.73584
-2.66,531.077,10.912,56.3289,3.56304
-3.29057,526.769,10.554,54.745,3.48906
0.88471,534.871,12.6376,63.5284,4.02437
-2.55593,563.297,11.6222,59.9472,3.57546
-3.92174,505.032,9.86507,51.4222,3.41719
0.169738,526.595,12.0998,61.1455,3.92457
-4.44784,534.282,10.2172,53.4766,3.35888
-2.64521,505.818,10.3992,53.6755,3.5648
-2.55381,530.262,10.9416,56.4355,3.57572
-1.40636,548.095,11.8368,60.524,3.71697
-4.2317,544.718,10.5081,54.9065,3.38267
-1.40849,521.398,11.2593,57.5719,3.7167
-0.253521,554.473,12.5309,63.5227,3.86719
0.917365,521.535,12.3382,62.0084,4.02902
-2.44287,525.666,10.8948,56.1467,3.58903
-0.766042,576.631,12.7718,64.9916,3.79933
0.0978324,591.056,13.5428,68.4739,3.91473
-1.12462,530.368,11.5822,59.0967,3.75289
-1.92533,562.647,11.9038,61.1054,3.65211
-2.25995,540.664,11.2875,58.0897,3.61115
1.88534,546.953,13.4345,67.0441,4.17047
-1.10493,584.116,12.7659,65.1266,3.75542
1.2605,561.194,13.4547,67.4501,4.07834
-0.832203,521.818,11.5276,58.6896,3.7907
-2.16038,548.021,11.4865,59.0691,3.62326
-1.21725,573.711,12.483,63.7372,3.74102
-3.34524,533.693,10.6693,55.3664,3.48275
-3.257,551.744,11.0692,57.4029,3.49294
-1.32645,529.938,11.4809,58.6688,3.72711
-3.67967,592.14,11.6798,60.7674,3.4445
-2.73024,588.25,12.0529,62.2518,3.55469
-0.739148,538.506,11.94,60.7466,3.80285
1.20856,511.256,12.2327,61.3474,4.07082
-0.128232,526.529,11.9579,60.5621,3.88404
-2.38264,556.609,11.5638,59.5672,3.59629
1.3338,557.952,13.4151,67.2156,4.08899
-2.67828,577.177,11.8506,61.1825,3.56086
-0.733728,567.275,12.5805,64.003,3.80356
0.49115,511.917,11.9112,60.0498,3.96898
