Evaporator Temperature,Compressor Flow,Cold Water,Tower Water,COP
-2.17463,540.235,28.3798,146.228,3.5908
-0.269897,571.817,32.0974,163.127,3.81983
0.62508,563.673,32.6321,164.791,3.93526
-4.29315,582.484,28.3965,148.611,3.35969
-3.70853,582.567,28.9952,151.088,3.42117
-2.46063,566.247,29.4495,152.056,3.55822
-4.34096,590.398,28.7335,150.428,3.35473
1.94638,520.136,31.5057,157.628,4.11581
0.333699,505.119,28.9505,146.502,3.8971
1.65047,536.534,32.1723,161.298,4.07427
-1.2579,561.999,30.4833,156.026,3.69834
-2.66,531.077,27.4278,141.824,3.53578
-3.29057,526.769,26.6081,138.223,3.46618
0.88471,534.871,31.2422,157.483,3.96976
-2.55593,563.297,29.1983,150.864,3.54747
-3.92174,505.032,24.9472,130.2,3.39856
0.169738,526.595,30.0113,152.047,3.87587
-4.44784,534.282,25.9038,135.721,3.34369
-2.64521,505.818,26.1368,135.134,3.53744
-2.55381,530.262,27.488,142.025,3.54771
-1.40636,548.095,29.5758,151.544,3.68059
-4.2317,544.718,26.6134,139.215,3.36607
-1.40849,521.398,28.1331,144.154,3.68034
-0.253521,554.473,31.1415,158.25,3.8219
0.917365,521.535,30.4975,153.693,3.97413
-2.44287,525.666,27.356,141.229,3.56023
-0.766042,576.631,31.8161,162.273,3.75807
0.0978324,591.056,33.6015,170.324,3.86662
-1.12462,530.368,28.9012,147.787,3.71438
-1.92533,562.647,29.8161,153.35,3.61957
-2.25995,540.664,28.3176,145.998,3.58104
1.88534,546.953,33.0611,165.481,4.10718
-1.10493,584.116,31.8519,162.852,3.71676
1.2605,561.194,33.205,166.932,4.02052
-0.832203,521.818,28.7257,146.581,3.74995
-2.16038,548.021,28.8032,148.394,3.59244
-1.21725,573.711,31.1626,159.457,3.70322
-3.34524,533.693,26.9059,139.826,3.46024
-3.257,551.744,27.9026,144.912,3.46983
-1.32645,529.938,28.6757,146.847,3.69013
-3.67967,592.14,29.5018,153.695,3.42425
-2.73024,588.25,30.3056,156.785,3.52792
-0.739148,538.506,29.7403,151.656,3.76138
1.20856,511.256,30.1964,151.863,4.01344
-0.128232,526.529,29.7004,150.792,3.83775
-2.38264,556.609,29.0276,149.793,3.56706
1.3338,557.952,33.0961,166.299,4.03054
-2.67828,577.177,29.7895,154.056,3.53373
-0.733728,567.275,31.335,159.782,3.76205
0.49115,511.917,29.4997,149.114,3.91765
1.77597,573.756,34.552,173.076,4.09181
-1.02224,530.278,28.9994,148.179,3.72677
-1.89181,503.378,26.7065,137.324,3.62346
1.86838,578.277,34.9343,174.877,4.10479
-0.114824,550.796,31.0837,157.8,3.83946
-3.44559,560.076,28.1361,146.327,3.44938
-1.9723,524.158,27.7309,142.674,3.61412
1.33019,563.836,33.441,168.037,4.03004
1.57703,565.576,33.8287,169.69,4.06406
1.95305,542.786,32.8851,164.522,4.11675
0.449116,542.749,31.2311,157.913,3.91215
-0.0683368,573.69,32.4277,164.568,3.84537
-1.71947,535.415,28.5778,146.762,3.64359
