Evaporator Temperature,Compressor Flow,Condensing Temperature,Cold Water,Tower Water,COP
-2.58789,562.754,30,13.7299,65.5863,5.28974
-0.51314,534.178,30,14.143,66.6658,5.74445
0.325027,583.635,30,15.9656,74.8596,5.94636
-1.13301,512.75,30,13.2498,62.7028,5.60219
-4.96122,555.81,30,12.3305,59.8269,4.83643
0.607968,589.584,30,16.3065,76.3221,6.01715
-0.90085,587.788,30,15.3279,72.4294,5.6548
-1.78143,595.172,30,14.992,71.2427,5.45937
-4.20693,512.818,30,11.728,56.6198,4.9736
-3.83911,588.251,30,13.6532,65.7548,5.04274
-4.84009,507.514,30,11.3143,54.8523,4.85805
0.813531,535.357,30,14.9252,69.7667,6.06944
-0.897532,593.237,30,15.472,73.1088,5.65555
-1.0304,572.027,30,14.8412,70.1879,5.62534
-0.131389,539.303,30,14.4931,68.1512,5.83501
-1.04779,586.665,30,15.2106,71.9429,5.62141
0.843376,576.677,30,16.0957,75.2243,6.07709
-0.175937,560.913,30,15.0477,70.7788,5.82432
-2.97375,531.242,30,12.7638,61.1242,5.21155
1.03172,594.44,30,16.7129,78.0166,6.12576
-2.97528,561.312,30,13.4854,64.5807,5.21124
1.24957,587.022,30,16.6438,77.5886,6.18286
-0.340418,563.116,30,15.0101,70.6757,5.78514
0.990342,546.192,30,15.3318,71.5882,6.11502
-4.52582,511.631,30,11.5516,55.8861,4.91487
-3.38126,514.753,30,12.1682,58.4273,5.13095
-2.82199,570.437,30,13.7885,65.9664,5.24208
-4.37494,518.254,30,11.7725,56.8978,4.94252
1.98302,576.595,30,16.8165,78.037,6.38168
-2.48446,551.126,30,13.5016,64.4522,5.31102
-2.72706,520.576,30,12.6309,60.3907,5.26133
-1.49715,586.623,30,14.9432,70.8814,5.52125
-4.72496,565.084,30,12.6564,61.3121,4.87875
-2.58198,502.056,30,12.2519,58.5237,5.29095
0.628294,554.388,30,15.3452,71.8134,6.02228
-3.57911,576.818,30,13.528,65.0406,5.09253
1.02454,561.414,30,15.7799,73.6649,6.1239
-3.016,592.826,30,14.2195,68.1141,5.2031
-2.39449,543.189,30,13.3547,63.7139,5.32964
0.919269,568.56,30,15.9158,74.3483,6.09663
-1.60176,540.513,30,13.712,65.0849,5.49835
-3.23948,522.469,30,12.4207,59.5846,5.15877
0.07129,564.517,30,15.291,71.811,5.88404
0.229703,591.466,30,16.12,75.6287,5.92282
-2.93104,588.699,30,14.1683,67.8315,5.22011
-3.79856,578.234,30,13.4425,64.723,5.05046
-0.196936,537.194,30,14.3996,67.7394,5.8193
1.5815,566.707,30,16.2748,75.7118,6.27155
-2.6297,538.144,30,13.1077,62.6311,5.28118
-4.32082,583.098,30,13.2743,64.1334,4.9525
0.216243,566.442,30,15.4299,72.3973,5.91951
-1.564,539.004,30,13.6941,64.9842,5.5066
-3.40754,549.135,30,12.9673,62.2752,5.12582
0.50698,577.441,30,15.9082,74.505,5.99173
0.475619,572.413,30,15.7505,73.781,5.98387
-0.573914,531.707,30,14.0441,66.2254,5.73025
-2.15872,571.673,30,14.1869,67.5811,5.37894
-3.77019,544.108,30,12.6636,60.9611,5.05586
-3.9478,507.838,30,11.7356,56.5598,5.02215
0.480072,541.723,30,14.9086,69.8353,5.98498
-0.035842,586.087,30,15.8091,74.2947,5.85804
-2.45395,583.11,30,14.3024,68.2617,5.31732
-4.28829,540.576,30,12.3224,59.5215,4.95851
-2.64706,539.269,30,13.1261,62.7258,5.27763
